country	address
AT	Etzerstetten 1 Wolfpassing
AT	31 Alplstraße, Krieglach
AT	176 Achleiten Riedau Austria
AT	6 Ziegelstadelstraße Salzburg
AT	5 Stadtplatz, 3860, Heidenreichstein
AT	51 Flugplatzweg, Traboch
AT	4 Selitzagasse, 7322, Lackenbach, Austria
AT	105 Hauptplatz, Hollabrunn, 2020
AT	Hauptstraße 7, Zagersdorf
AT	Blaindorf 50, Feistritztal
AT	Feldstraße 34, 4813, Altmünster, Austria
AT	Lange Zeile 57, Neckenmarkt
AT	18 Oberaich, Hagenberg im Mühlkreis, Austria
AT	Angergasse 15, Markt Sankt Martin
AT	13 Sofienalpenstraße, Wien, 1140
AT	21 Buchbinderweg 6263 Fügen
AT	39 Raxgasse, Wiener Neustadt, 2700
AT	Laskegasse 4 Neulengbach 3040
AT	13 Praxmayermühlweg Salzburg
AT	20 Rotanger, Tarrenz, Austria
AT	Zeughausstraße 2, Burgkirchen
AT	15 Franz-Grünberger-Straße, Gastern, Austria
AT	Kitzbüheler Straße 46, 6370, Reith bei Kitzbühel
AT	Wintergasse 187, 2252, Angern an der March
AT	21 Sittersdorf, Sittersdorf
AT	Rotanger 8 Tarrenz 6464 Austria
AT	4 Dopplingerstraße, Laakirchen, 4663
AT	113 Sparbach, Hinterbrühl, Austria
AT	17 Ferrinaweg, Bernstein, 7434, Austria
AT	14 Hauptmann-Amann-Straße Feldkirch
AT	9 Außerleiten, Höhnhart
AT	Dietrichstein 2, Feldkirchen in Kärnten, 9560
AT	Schieleweg 29, 4060, Leonding
AT	3 Samhaberstraße, 4623, Gunskirchen
AT	52 Gutschen 9372 Eberstein Austria
AT	61B Gfiederstraße, Ternitz, 2630
AT	Albert-Pauser-Straße 28, Pottendorf
AT	Oberweng 55 Spital am Pyhrn Austria
AT	133 Altenmarkt b. F, 8280, Fürstenfeld
AT	Karres 45, 6462, Karres
AT	Josef-Heiß-Straße 59, Vomp
AT	6 Gartenweg Sachsenburg 9751
AT	54 Wiesengasse, Stoob
AT	165c Grieshof, Strengen, 6571
AT	Laaer-Berg-Straße 178, Wien
AT	51 Walpersbach Walpersbach Austria
AT	Langler 8, Tannheim
AT	Mautstraße 7 Markersdorf-Haindorf
AT	11 Kaplangasse Himberg Austria
AT	22g Huberangerweg, Kematen in Tirol
AT	74 Donaustraße, Maria Enzersdorf, Austria
AT	13 Michael Tauscher-Gasse Baden 2500
AT	22 Stefansberg, Sankt Stefan im Rosental
AT	Simislauer Straße 14, Moosburg, 9062
AT	16 Goethegasse, Weiz
AT	Offenseestraße 93, Ebensee am Traunsee, 4802
AT	Hauptstraße 66, Grafendorf bei Hartberg, 8232
AT	78 Dietersdorf am Gnasbach, Sankt Peter am Ottersbach, 8093
AT	Pötzleinsdorfer Straße 112, Wien
AT	22 Judenbergweg, 5020, Salzburg, Austria
AT	166 Gnas, Gnas
AT	Au 4, St. Roman
AT	2 Spielplatz Rietz 6421
AT	14 Buchenweg, Hallwang
AT	Willing 15, Neukirchen bei Lambach
AT	32 Klachl, Metnitz, Austria
AT	Hackhofergasse 6, Graz, 8053
AT	Feldstraße 17, 3452, Michelhausen
AT	Langseitenrotte 81, Annaberg, 3223
AT	58 Reiner Straße, Gratwein-Straßengel, 8112
AT	37 Pillerseestraße Waidring Austria
AT	5 Mallon, 3470, Kirchberg am Wagram
AT	22 Fliederstraße, 4050, Traun
AT	5 Raiffeisenstraße, 6832, Sulz
AT	10 Arndtstraße, Wien, Austria
AT	Enzersdorfer Straße 55, Mödling
AT	189 Markt Neuhodis, Markt Neuhodis
AT	Glanfeldstraße 48, Salzburg
AT	Teichgasse 9, Klingenbach
AT	6a Billichsedt Ungenach 4841
AT	1 Am Rosenhügel, Badersdorf
AT	Maulbeergasse 18, Wien
AT	12 Entholz, 4794, Kopfing im Innkreis
AT	Dorf 8, 6260, Bruck am Ziller, Austria
AT	1 Birkenweg, 4924, Waldzell
AT	40 Arbeitergasse Bruck an der Leitha 2460
AT	387 Hopfenleiten, Groß Gerungs, 3920
AT	26a Ernest-Nußbaum-Straße, Leobendorf, 2100, Austria
AT	Zirkusgasse 3, Wien, 1020, Austria
AT	Murfeldstraße 81 8112 Gratwein-Straßengel
AT	Talbachweg 5, 8700, Leoben, Austria
AT	Hauptstraße 84 2120 Wolkersdorf im Weinviertel
AT	33 Försterweg, 2136, Laa an der Thaya, Austria
AT	Neugasse 7, Berndorf
AT	19 Gewerbepark, 5611, Großarl
AT	Penning 33, St. Johann am Wimberg
AT	149m Neufeldweg, Graz, 8041
AT	Währinger Gürtel 116, Wien, 1090
AT	Mödershöf 2 3923 Schweiggers
AT	78a Neudorfberg, Ilztal
AT	93 Wagerberg, Bad Waltersdorf, Austria
AT	Herrnsteg 5 Vöcklamarkt 4870
AT	Mühlbachstraße 4a Blindenmarkt Austria
AT	Fiedlhofweg 6 Engerwitzdorf 4209
AT	3 Seesiedlung XII. Straße Hornstein 2491
AT	30 Penzelberg, Winklern
AT	40 Mitterberg 9712 Fresach
AT	75 Piregg, Birkfeld
AT	Mitterweg 91, 6020, Innsbruck
AT	Schneebergstraße 109, Puchberg am Schneeberg
AT	20 Schlägelweg, Wolfsberg
AT	5 In der Leithen, 4701, Bad Schallerbach
AT	4 Oberer Roßmarkt, Wolfsegg am Hausruck
AT	22 Zogelsgraben, Ybbsitz
AT	Erlosenstraße 84a, Dornbirn
AT	Mühltal 2, Ebbs
AT	Zeilach 1, Pattigham
AT	29 Finkenbühl, Langenegg
AT	Karwendelstraße 18b, Wattens, 6112
AT	Schiefling-Wiesenweg 134, Schiefling am Wörthersee, 9535
AT	2 Klausen, Feldkirchen in Kärnten
AT	26 Eisplatzgasse, Dornbirn, Austria
AT	25 Rupertistraße Gralla
AT	5 Rathberg, 4644, Scharnstein
AT	40 Wienerstraße, Oberwart
AT	Kopreinigg 74, Sankt Martin im Sulmtal
AT	Fischer v. Erlach-Gasse 36, Leibnitz, 8430
AT	25 Am Edhügel, Kleinzell im Mühlkreis, 4115
AT	Goritschach 1, Ebenthal in Kärnten, 9065
AT	63 Gneixendorfer Kleingärten 3500 Krems an der Donau
AT	Altenmarkterstraße 21 Leibnitz 8430
AT	Werksgasse 218, Pitten
AT	Kleinklein 84, Großklein
AT	4 Oesterleingasse, Wien, 1150
AT	Kirchdorf 223, 6933, Doren
AT	11 Sekull Techelsberg am Wörther See 9212
AT	Veitsberg 3, Proleb
AT	St. Ruprecht 4, Sankt Georgen am Kreischberg
AT	39 Pürgschachen, Ardning, 8904, Austria
AT	Mariahilfer Straße 194, Wien, 1150
AT	Pühret 4, 4143, Neustift im Mühlkreis, Austria
AT	Lendorf 294, Lendorf, Austria
AT	Peter Rosegger-Gasse 72, Klosterneuburg
AT	111 Großambergstraße, 4048, Puchenau
AT	Bingser Au 6, Bludenz
AT	1c Schlossweg, Frastanz
AT	Sonnenweg 29, 3664, Martinsberg
AT	3 Hauptstraße Paternion
AT	Einschicht 20a, Sieggraben, 7223, Austria
AT	Forchach 3, Lavant
AT	Scheibbser Straße 20, Pöchlarn, 3380
AT	Rosengasse 4, Hollenthon, Austria
AT	19 Schulstraße 3653 Weiten
AT	4 Traungasse Groß-Schweinbarth
AT	Nonntaler Hauptstraße 42H, Salzburg, 5020
AT	102 Höhenstraße, Forchtenstein, 7212
AT	Marktler Straße 5 Lilienfeld
AT	Kirchenstraße 30, Poysdorf
AT	Schulgasse 8, 3203, Rabenstein an der Pielach, Austria
AT	102 Kirchberg, Sankt Stefan ob Stainz
AT	7 Gudrunstraße, Wien, 1110, Austria
AT	67 Lange Gasse Groß-Siegharts
AT	192 Laaer-Berg-Straße, Wien
AT	17 Wilding, Geboltskirchen, 4682
AT	65 Altenhof 4142 Pfarrkirchen im Mühlkreis
AT	Rebenweg 3, 2011, Sierndorf
AT	28 Buchbergstraße, 3813, Dietmanns
AT	Unterbings 65, Bludenz
AT	10 Oisberg, Hollenstein an der Ybbs
AT	10 Stoitzendorf, 3730, Eggenburg
AT	9 Bergen Königsdorf
AT	41 Seestraße, Fußach, 6972
AT	143 Altschlaining, Stadtschlaining
AT	Saurs 48, Schönwies, Austria
AT	Mitterfladnitz 186 Eichkögl
AT	Greifensteinerstraße 4, St. Andrä-Wördern, Austria
AT	22 Lehen Pühret
AT	45a Kuhn, 6934, Sulzberg
AT	St.Georgen bei Grieskirchen 3, St. Georgen bei Grieskirchen, 4710, Austria
AT	Nörning-Schmiedbach 12, Ebersdorf, 8273
AT	8 Neulinggasse Wien 1030
AT	3 Mobilheimplatz C XII, Sankt Andrä am Zicksee
AT	53 Gilmstraße, Schwaz, 6130
AT	27 Schloßstraße, Enzesfeld-Lindabrunn, 2551
AT	Arnitzalm 4, Matrei in Osttirol, 9971
AT	36 Tauernstraße, Lurnfeld, Austria
AT	13 Bundesstraße, 6116, Weer
AT	5 Austraße, Amstetten, 3300
AT	23 Entengasse 5121 Ostermiething
AT	Rehenberg 363, Egg, 6863
AT	Bundesstraße 5i, Groß-Enzersdorf
AT	7A Winzergasse Matzen-Raggendorf
AT	20 Kollmannsberg, Altmünster, Austria
AT	120 Mödlham, 5201, Seekirchen am Wallersee
AT	26 Hof, Lingenau
AT	2 Völsesgasse, Oberperfuss, 6173
AT	Großer Gemeindesee Süd 22, 2482, Münchendorf
AT	Kerngasse 9, Wien, Austria
AT	6 Burggasse Judenburg
AT	10 Niederdörfl, 9173, St. Margareten im Rosental
AT	Thüringerberg 291, Thüringerberg, 6721
AT	63 Vorgartenstraße, 1200, Wien
AT	35 Wilhelm-Erben-Gasse, Wien
AT	Johannesgasse 3, 2500, Baden
AT	1a Dickenau, Steeg
AT	2 Winkligweg, 6413, Wildermieming, Austria
AT	6 Waldweg, Hohentauern, 8785
AT	14 Mühlgasse, Rohrau
AT	1 Arthur Schnitzler-Straße, St. Pölten
AT	2E Dopschstraße, Wien
AT	309 Markt, Kirchberg am Wechsel
AT	13 Kreuzberger Sonnenweg, Breitenstein, Austria
AT	Ricoweg 30b Wiener Neudorf 2351
AT	Glaserstraße 26E, Salzburg, 5026
AT	30 Mühlbergstraße, Wien, 1140
AT	Almstraße 10 Eidenberg 4201
AT	Liebochstraße 16 Dobl-Zwaring
AT	42 Gmundner Straße, 4840, Vöcklabruck, Austria
AT	1 Edmund-Eysler-Straße, St. Andrä-Wördern
AT	Unterthörl 38, 9602, Arnoldstein, Austria
AT	133a Haller Straße Innsbruck 6020
AT	Unterfresen 28, 8551, Wies
AT	Stauwerkstraße 61 3370 Ybbs an der Donau
AT	28 St. Gertraud, Frantschach-St. Gertraud
AT	531 Alpbach, Alpbach, 6236, Austria
AT	Blumengasse 15, 7532, Litzelsdorf
AT	Apeding 13, 4691, Schlatt
AT	Türkenschanzgasse 52, Klosterneuburg
AT	Prebensdorf-Stadt 106, 8211, Ilztal, Austria
AT	22 Steyrer Straße Haag 3350
AT	3 Rabnitzweg, Lutzmannsburg
AT	42 Altpölla, Pölla, Austria
AT	Postwegsiedlung 7a Neumarkt am Wallersee
AT	Wohlfarterstraße 14, St. Pölten
AT	Oberweg 1, Oberndorf bei Schwanenstadt
AT	23 Rampfen Schildorn
AT	Sandgasse 10, Leonding, 4060, Austria
AT	78 Triester Straße, Graz
AT	35 Buchkogelweg Lebring-Sankt Margarethen 8403
AT	10 Kreuzergegend-West, Poggersdorf, 9130
AT	Triftweg 5 2801 Katzelsdorf
AT	Hörmanns 11 Großdietmanns
AT	Schloßgasse 16, Axams, 6094
AT	48 Hoferstraße, Ramsau
AT	59 Kampesberg, 4656, Kirchham
AT	7 Bahnhofstraße, Aschach an der Donau
AT	Rosenthalgasse 22, Perchtoldsdorf
AT	Scheffau am Tennengebirge 307, 5440, Scheffau am Tennengebirge
AT	30 Wiener Straße, Wulkaprodersdorf
AT	129 Hirschegg, Hirschegg-Pack, 8584, Austria
AT	63 Feldgasse, Podersdorf am See, 7141
AT	Anton Nirschl-Gasse 20 Breitenfurt bei Wien
AT	11 Südbahnweg, Krumpendorf am Wörthersee, 9201
AT	Straubstraße 1 Hall in Tirol
AT	2 Reuttener Straße, 6600, Ehenbichl, Austria
AT	11 Siegenfelder Straße, Gaaden
AT	Spitzgasse 1, Graz, 8053
AT	34 Lanzersdorf, 4113, St. Martin im Mühlkreis, Austria
AT	Harmanschlag 104 St. Martin 3971
AT	Hauptstraße 97, Zillingdorf, 2492, Austria
AT	Bonitzgasse 5, Wien, 1210
AT	Am Teich 11, 4040, Linz
AT	31a Michaelsbergstraße Leonding
AT	Wiesbauerstraße 11, 5020, Salzburg
AT	Gunthergasse 13 Tulln an der Donau 3430 Austria
AT	17 Daimlergasse, 2700, Wiener Neustadt
AT	52 Ried, Westendorf, 6363
AT	26a Schillerstraße, Graz, 8010
AT	Betriebsstraße 1, Kittsee
AT	78C Kogl, Wies
AT	Lichtblaustraße 18, Wien, 1220
AT	3 Markt, 4113, St. Martin im Mühlkreis
AT	Feldgasse 5, 7512, Kohfidisch, Austria
AT	6 Oweges E, Mieders, 6142
AT	Wald-Süd 21 Stainz
AT	35 Westgasse, Graz, 8055
AT	32 Hoferstraße, Henndorf am Wallersee, 5302, Austria
AT	Adam von Lebenwald-Weg 14, Leoben
AT	20 Kamerlweg, Wels, 4600
AT	Großgöttfritz 101, 3913, Großgöttfritz, Austria
AT	38 Römerstraße Brixlegg 6230
AT	7 Eiswerkstraße, Wien
AT	7 Hauptstraße, Sipbachzell, 4621, Austria
AT	7 Kainachtalstraße, 8410, Wildon
AT	Brantach 139, Gnadenwald
AT	Hackenbuch 38, St. Marienkirchen bei Schärding
AT	15 Hauptplatz, Feldbach
AT	Dambergschlag 19 St. Stefan-Afiesl
AT	10 KR Herbert Schmidt-Straße, Leibnitz, Austria
AT	Mayerhöfen 4, Michelbach, Austria
AT	Sacharowweg 14, 4030, Linz
AT	38 Millstätter Straße, Feld am See
AT	Kreuznerstraße 15, Grein, 4360
AT	92 Dörfl, Niederneukirchen
AT	Hollersberg 24, Guttaring
AT	15 Tautendorf bei Röhrenbach, 3592, Röhrenbach
AT	28 Ketten Aigen im Ennstal
AT	Untergrub 38, Göllersdorf
AT	46 Geusaugasse, Wien
AT	Bergen 25, 9942, Obertilliach
AT	18 Münichsthaler Straße, Großebersdorf
AT	66 Dorfstraße, St. Ulrich am Pillersee
AT	St. Jodok 107, Schmirn
AT	2 Helmling, Taufkirchen an der Trattnach, 4715
AT	Saiblingweg 18, Ebenthal in Kärnten, 9065
AT	Dr. A. Schärf Straße 15, 3860, Heidenreichstein, Austria
AT	Seestraße 36, Podersdorf am See, 7141
AT	Ortsende 4, Wiener Neudorf, 2351, Austria
AT	23 Rohrbach, Mettersdorf am Saßbach, Austria
AT	27 Steinwendergasse, Neunkirchen, 2620
AT	15 Framrach, 9433, St. Andrä
AT	36 Alkersdorf, St. Georgen im Attergau, Austria
AT	14 Hinterseestraße, Hof bei Salzburg
AT	20 Bahnhofstraße, Amstetten
AT	Niederdorfstraße 12, Hörsching, 4063, Austria
AT	27 Grottendorf, Feistritz am Wechsel, 2870
AT	Weidenweg 12, 6973, Höchst, Austria
AT	53 Hauptstraße, 5531, Eben im Pongau, Austria
AT	Kranach 23, Gamlitz, 8462
AT	34 Weidengasse, 2821, Lanzenkirchen
AT	14 Bartholomeusgasse 2700 Wiener Neustadt
AT	43 Lange Gasse Groß-Siegharts
AT	7 Davidschlag Kirchschlag bei Linz
AT	Mitterhof 7, 5163, Mattsee
AT	Hof 280, 6951, Lingenau
AT	30 Krachgasse, 2421, Kittsee
AT	Admonter Straße 68, Liezen
AT	Tiroler Straße 70, Pettnau, 6408
AT	3B Weiserstraße 5020 Salzburg Austria
AT	Viehtriftgasse 11, Wien, 1210, Austria
AT	Höfter Straße 44 Braunau am Inn 5280
AT	3 Leisterstraße, Altmünster
AT	3d Wattnerstraße, 6121, Baumkirchen
AT	12 Obere Hauptstraße, Prellenkirchen, Austria
AT	25 Saubersdorfer Gasse, 2700, Wiener Neustadt
AT	14a Am Damm, 4222, St. Georgen an der Gusen
AT	22 Ferdinand-Wedenig-Straße, Klagenfurt am Wörthersee
AT	Kaisersteingasse 12 Wiener Neustadt Austria
AT	Ried Riesberg 16, Kitzbühel, 6370, Austria
AT	Humboldtstraße 6, Marchtrenk, Austria
AT	Tulpengasse 4, Brunn am Gebirge
AT	7 Eglmoosgasse, Bad Ischl, Austria
AT	Sportplatzstraße 11a, 4920, Schildorn
AT	Stierlingwaldstraße 2a, Bürmoos
AT	35 Bräugütlweg, Gmunden
AT	In der Au 95, Hauskirchen
AT	9 Hinterschneeberg, Bad Gastein, 5640
AT	Höffeterstraße 7, Strengberg
AT	14 Kleinkohlergraben, St. Ulrich bei Steyr
AT	Fünfte Gasse 2, Hagenbrunn, Austria
AT	4 Hochwartweg, Haiming
AT	Lisztgasse 37, 2491, Neufeld an der Leitha, Austria
AT	Mönchswaldstraße 12, 6820, Frastanz
AT	9 Mühlbachstraße, 3300, Amstetten
AT	Niederschleinz 104, Sitzendorf an der Schmida
AT	Ehrenbergstraße 27 Eggersdorf bei Graz
AT	Alpenrauteweg 1, Lienz
AT	5 Lahnwiesen, 6152, Trins, Austria
AT	Broschgasse 199, Hollabrunn
AT	58 Schnann, Pettneu am Arlberg, Austria
AT	150 Stanz bei Landeck, 6500, Stanz bei Landeck
AT	1 Schubertgasse, Gleisdorf
AT	Lemböckgasse 48, Wien
AT	20 Römerweg, Mank, 3240
AT	Kellergasse, 2014, Hollabrunn
AT	Schildbach 38, Hartberg Umgebung
AT	Mühlsteinstraße 3 4320 Perg
AT	25a Haldengasse, Dornbirn, 6850, Austria
AT	2 Kranzlhofenstraße, Velden am Wörther See
AT	Grazerstraße 18a, Oberwart, 7400
AT	53 Mariazeller Straße, Ober-Grafendorf
AT	Planötzenhofstraße 35a, Innsbruck
AT	Siedlung Erlahof 74, Spitz, Austria
AT	712 Bergen 7534 Olbendorf
AT	145 Kirchenberg Hausbrunn 2145
AT	Bodenfeldgasse 9a Graz 8020
AT	Nonndorf bei Raabs 8, Raabs an der Thaya, Austria
AT	6 Pötschnergasse, Baden
AT	Dorf 168, Hollenstein an der Ybbs
AT	Herrnkirchengasse 26, Baden, Austria
AT	Schöckelbachweg 49, Graz
AT	Kirchnerstraße 12, Volders, Austria
AT	22 Breitweg, 6067, Absam
AT	Berdetschlag 32 Ulrichsberg 4161
AT	Riegelweg 2, 7551, Stegersbach
AT	Neader 11b, Reith im Alpbachtal
AT	Lafnitz 105, Lafnitz
AT	Kliening 304, Bad St. Leonhard im Lavanttal
AT	29 Schwarzenseer Straße, Weissenbach an der Triesting, 2565
AT	Zwillingstraße, 4850, Timelkam, Austria
AT	Prosdorf 80 Heiligenkreuz am Waasen Austria
AT	Härte 6, Dornbirn
AT	H.Moosbrugger-Straße 13 Wöllersdorf-Steinabrückl Austria
AT	Wiederndorf 71, Bleiburg, 9150, Austria
AT	Karl-Schönherr-Straße 11, Telfs, 6410
AT	Sommerweg 13, 2123, Hochleithen
AT	5 Maurer Lange Gasse Wien
AT	Montanstraße 29, 8793, Trofaiach
AT	1 Seilergasse, 5700, Zell am See
AT	28 Mittelstraße, 3421, Klosterneuburg
AT	10 Attemsgasse, Wien, 1220
AT	157 Außerweg 6145 Navis Austria
AT	Mitteraich 18 Bruck an der Mur
AT	4 Am Spitz, Haselsdorf-Tobelbad, Austria
AT	17 Lamm, Zederhaus
AT	7 Graffgasse, Wien, 1100
AT	Oberesch 6, Hallwang, 5300
AT	Gageringerstraße 36, Fügen, 6263, Austria
AT	Athalerstraße 27, Hochburg-Ach, 5122, Austria
AT	Föhrenstraße 10 Langenstein 4222 Austria
AT	Grüne Gasse 12 Langenwang Austria
AT	47 Brucknerstraße, Graz, 8010, Austria
AT	An der Olsa 1, Neumarkt in der Steiermark, Austria
AT	11 Birkenweg, Hollabrunn, 2020
AT	Badeteich Bisamberg 34, 2100, Bisamberg
AT	33 Murstraße, 6063, Rum
AT	Heimstraße 10 2460 Bruck an der Leitha Austria
AT	118 Gundalatschweg, Gaschurn, 6793, Austria
AT	Schauersberg Au 48, 4600, Thalheim bei Wels
AT	1 Aigertsham, Höhnhart
