country	address
LU	Rue du Moulin 8B, 5638, Mondorf-les-Bains
LU	6 Rue d'Ansembourg 8293 Keispelt
LU	Rue du Château 22A, 6961, Senningen
LU	10 Rue Marie-Astrid Howald Luxembourg
LU	Rue de Syren 14 Hassel 5762
LU	3 Rue de l'Eau, 9373, Gilsdorf
LU	39A Rue du Schlammestee, Weiler-la-Tour
LU	Rue des Jardins 12, Lintgen
LU	4B Rue des Jardins, Junglinster, 6132
LU	24 Rue de Crécy, Luxembourg
LU	An der Aa 20, Born
LU	Stawelerstrooss 4, Huldange, 9964
LU	105 Rue Grande-Duchesse Charlotte, Belvaux
LU	Route de Kayl 53, Dudelange, 3514
LU	Porte des Ardennes 56 9145 Erpeldange-sur-Sûre Luxembourg
LU	5 Cité Pierre Strauss, Bettendorf, 9357
LU	25 Rue Marthe Bigelbach-Fohrmann, Dudelange
LU	13 Rue Louis Braille, Strassen, 8033
LU	Tunnelstrooss 36 Lipperscheid 9164
LU	Rue du Nord 6, Esch-sur-Alzette
LU	73 Grand-Rue, Bergem
LU	Féischterbierg 5, Bourscheid, 9140
LU	Rue Basse 38, 3813, Schifflange
LU	Rue de la Gare 16, Schifflange, 3839
LU	1 Rue du Château, Munsbach
LU	Route de Peppange 157, Bettembourg
LU	Rue Michel Weber 38, 9089, Ettelbruck
LU	Rue Nicolas Biever 21, 3210, Bettembourg
LU	14 Rue Jean-Baptiste Fresez, Luxembourg, 1542
LU	14 Montée du Knapp, Niederfeulen
LU	139 Rue de Warken, Ettelbruck
LU	Rue des Muguets 155, Luxembourg
LU	Rue Belair 3, Schifflange, 3820
LU	21 Rue J-F Kennedy, Helmdange
LU	Rue des Romains 74, Luxembourg
LU	129 Rue de la Libération, 3511, Dudelange
LU	Rue Belle-Vue 28, Schifflange
LU	Avenue Gaston Diderich 46, Luxembourg, Luxembourg
LU	13 Rue Henri Bessemer, Differdange, 4516
LU	24 Val des Romains Bridel
LU	2 Rue du Cimetière Ellange Luxembourg
LU	Rue du Parc 26, Dudelange
LU	47 Maison, 9744, Deiffelt, Luxembourg
LU	4 Rue des Gaulois, Wasserbillig
LU	1 Rue Hansgoergerfeld, 7635, Ernzen
LU	148 Rue Helenter, 6987, Rameldange
LU	3 Rue de Martelange, Wolwelange
LU	14 Rue St Nicolas, Remich, Luxembourg
LU	Rue des Remparts 29, Esch-sur-Alzette
LU	70 Maison, 9956, Hachiville
LU	2 Rue de la Fontaine, 5414, Canach
LU	Rue de la Montagne 41 Junglinster
LU	Rue Scheuerhof 20 5412 Canach
LU	64 Rue Kinnikshaff, Wahl, 8838
LU	6 Rue Jean-Pierre Beckius, Mertert, 6671, Luxembourg
LU	Rue Principale 122 Munsbach Luxembourg
LU	Avenue J-F Kennedy 115, Ettelbruck
LU	A Gaessen 21, Mensdorf
LU	187 Rue Albert Unden, 2652, Luxembourg
LU	5 Rue de la Poste 7730 Colmar-Berg
LU	2 Valeriushaff, Seltz
LU	15A Rue de Luxembourg, Roedgen
LU	Rue de Bourglinster 32, 6180, Gonderange, Luxembourg
LU	129 Route de Fischbach Lintgen
LU	Rue Grande-Duchesse Charlotte 102, Wiltz, 9515
LU	275 Route d'Arlon, Strassen, 8011, Luxembourg
LU	14 Rue de l'Ecole, Pontpierre, Luxembourg
LU	101 Route de Riedchen, Bettembourg, 3235, Luxembourg
LU	4 Rue Dr Albert Schweitzer, Dudelange, Luxembourg
LU	Maison 55, Asselborn, 9940
LU	Rue de l'Alzette 131, Esch-sur-Alzette
LU	Op der Houscht 38, 5221, Sandweiler
LU	Route de Luxembourg 49, Wasserbillig, 6633, Luxembourg
LU	117 Place Prince Jean, 4592, Oberkorn, Luxembourg
LU	178 Rue Aessen, Soleuvre
LU	17 Duerfstrooss Buederscheid
LU	22 Rue de Rumelange, Esch-sur-Alzette, 4309
LU	Rue de la Piscine 28, Redange/Attert, Luxembourg
LU	Rue Louis XIV 42, 1948, Luxembourg, Luxembourg
LU	Rue Auguste Lumière 7, Luxembourg, Luxembourg
LU	48 Rue Ernest Beres, Howald
LU	Grand-Rue 8, 8372, Hobscheid
LU	Rue de Macher 30A Remich
LU	43 Rue de l'Acier, 4013, Esch-sur-Alzette
LU	2 Rue du Lavoir, Dellen
LU	Boulevard Charles Simonis 77, Luxembourg, 2539
LU	Rue Franz Erpelding 70, Niederkorn, 4553, Luxembourg
LU	Rue du Puits Romain 31, Bertrange
LU	Route de Burange 4, Dudelange
LU	Rue de Differdange 111 Soleuvre 4437
LU	29 Rue de la Fenderie, 3734, Rumelange
LU	34 Rue Thomas Byrne, 3761, Tétange
LU	24 Rue F-D Roosevelt, Soleuvre, 4483
LU	Am Eewischteneck 16, Heiderscheid, 9157
LU	Val des Romains 17, Bridel, 8149
LU	Avenue du Bois 62, Luxembourg
LU	Avenue Charlotte 109, 4531, Differdange, Luxembourg
LU	36 Route de Longwy, Rodange, Luxembourg
LU	Bourgaass 9, Wormeldange
LU	20 Rue de la Liberté, Pétange, Luxembourg
LU	Wieweschgaessel 3 Syren
LU	5 Cité Emilie Schmitz, Troisvierges, 9913
LU	Am Grëndel 21 Contern
LU	5 Rue Jean-Baptiste Gillardin, 4735, Pétange
LU	Route d'Ettelbruck 7 Koetschette
LU	13 Kerwech, 5427, Greiveldange
LU	39 Bamertal, Diekirch
LU	194 Route de Longwy, 4831, Rodange, Luxembourg
LU	82 Avenue Gaston Diderich, Luxembourg, 1420
LU	Val Ste Croix 176 1370 Luxembourg
LU	114 Rue Victor Hugo, Esch-sur-Alzette
LU	49 Rue de Beyren, Uebersyren, Luxembourg
LU	11 Rue du Nord, 3261, Bettembourg, Luxembourg
LU	Rue des Romains 5 Sandweiler 5238
LU	Rue du Parc 138, Dudelange
LU	38A Rue Andethana, Oberanven
LU	Route de Thionville 250, Howald
LU	Neiwiss 7, Tuntange
LU	Wangertswee 17, 6661, Born
LU	2A Rue Schmitz, Kopstal, 8190
LU	Réimerwee 33, Niederfeulen
LU	11 Lampertskaul Drinklange
LU	155 Boulevard Charles Simonis, Luxembourg, Luxembourg
LU	Rue Nicolas Flener 5, Mamer
LU	1 Rue des Vieilles Tanneries, 9572, Weidingen
LU	Rue Belair 34 Differdange 4514
LU	Rue du Cinquantenaire 17, 4060, Esch-sur-Alzette
LU	Avenue du Bois 42, Luxembourg, Luxembourg
LU	7 Zanerknupp, Mertzig, 9170
LU	24 Rue du Stade Jos Nosbaum, Dudelange, 3532
LU	Rue de l'Eglise 24, 4552, Niederkorn
LU	21 Rue Pierre Dupong, Heisdorf
LU	17 Rue Pierre Frieden Differdange 4560
LU	Rue de Hassel 17, Weiler-la-Tour, 5772, Luxembourg
LU	Rue Beaulieu 19, Mullendorf
LU	29 Rue Arthur Useldinger, Esch-sur-Alzette
LU	A Leischemer 8, Bettembourg
LU	11 Rue d'Eschdorf, Esch-sur-Sûre
LU	8 Rue de l'Eglise, 3723, Rumelange, Luxembourg
LU	150 Boulevard J-F Kennedy Bascharage
LU	Rue Principale 63, 9370, Gilsdorf
LU	4 Rue Edward Steichen, Mertzig, Luxembourg
LU	Route d'Arlon 86, Capellen
LU	Rue Richard Wagner 28, Luxembourg, 2711, Luxembourg
LU	16 Rue de Sterpenich, 8379, Kleinbettingen
LU	Rue Zénon Bernard 44, 4031, Esch-sur-Alzette, Luxembourg
LU	Rue de Canach 15, Lenningen, 5430
LU	12 Rue des Jardins, Hassel
LU	Route d'Arlon 270, Strassen
LU	17 Rue des Charretiers, Wiltz
LU	10 Um Knupp, Erpeldange
LU	18 Rue Margaret Thatcher, 8258, Mamer, Luxembourg
LU	24 Maison Asselborn
LU	18 Tontelerwee, Oberpallen
LU	Montée de Clausen 32, Luxembourg, 1343, Luxembourg
LU	50 An der Deckt Wahlhausen
LU	Rue de la Gaichel 22, 8469, Eischen, Luxembourg
LU	38 Route de Pétange, Niederkorn, 4645, Luxembourg
LU	5 Cité Raoul Follereau, Oetrange
LU	Rue du Village 10, Holtz
LU	Rue du Commerce 4, Itzig, Luxembourg
LU	Rue de Stalingrad 33, Esch-sur-Alzette
LU	Rue du Village 30A, 5430, Lenningen
LU	28 Rue de Bourgogne, Luxembourg
LU	Cité Peteschfeld 9, 9118, Schieren
LU	Rue des Romains 14 8537 Hostert
LU	Rue du Puits Romain 18, 8070, Bertrange
LU	28 Rue des Fleurs, 3468, Dudelange
LU	Rue du Village 2, Saeul
LU	Rue de Steinsel 94, 7254, Bereldange
LU	2 Rue du Parc, Schifflange, 3872
LU	Kiischtestrooss 10, Dalheim, 5683
LU	Am Pesch 2, Filsdorf, Luxembourg
LU	74 Rue Pierre Dupong, Differdange, 4545
LU	126 Rue d'Esch Mondercange
LU	1 Rue Michel Rodange, Mondorf-les-Bains
LU	1 Rue Pierre Dupong 3224 Bettembourg
LU	20 Rue de la Gare Useldange
LU	Rue Marcel Reuland 16, Esch-sur-Alzette
LU	25 Rue des Lilas, Strassen
LU	125 Route de Pétange, Niederkorn
LU	Rue du Golf 31A, Senningerberg
LU	Route d'Echternach 15, Rosport
LU	Grand-Rue 35 Diekirch 9240
LU	Rue Caspar-Mathias Spoo 55 4323 Esch-sur-Alzette
LU	1 Am Wues, Münschecker, 6858, Luxembourg
LU	Rue Eugène Nickels 21 Lorentzweiler Luxembourg
LU	Im Medenpoull 9, Oetrange
LU	Um Grousbuer 11, 5373, Schuttrange
LU	Rue de la Montagne 95 Bettembourg 3259 Luxembourg
LU	Cité Schmiedenacht 40 Sanem
LU	Route de Dudelange 9, Bettembourg, 3222
LU	Groussgaass 4, Bourscheid
LU	70 Chemin de Brouck, Rodange, 4808, Luxembourg
LU	An der Gaass 2A, 9465, Walsdorf
LU	5 Rue du Marché-aux-Herbes, 1728, Luxembourg, Luxembourg
LU	Cité Roger Schmitz 89, 7381, Bofferdange, Luxembourg
LU	An der Baach 7, Lieler
LU	Rue de Dippach 22 Bertrange
LU	164 Rue Pierre Krier, Luxembourg
LU	Rue des Fleurs 20, 3395, Roeser
LU	Rue du Bois 21, Bascharage
LU	Haaptstrooss 3 Landscheid
LU	4 Rue de Kahler Garnich
LU	32B Rue du Lavoir, 9189, Vichten
LU	Rue de Sélange 7, Clemency
LU	27 Rue de Dondelange, Nospelt, 8391, Luxembourg
LU	20 Rue de Chauffailles, Belvaux, 4406, Luxembourg
LU	Simengseck 17 Remerschen 5441
LU	65 Rue de la Montée 4981 Reckange-sur-Mess
LU	Route de Luxembourg 36, 9125, Schieren
LU	23 Rue des Lilas, Strassen, 8035
LU	7 An der Gaass, Pommerloch
LU	Rue de la Libération 54, 5969, Itzig
LU	28 Cité Op Hudelen, 3863, Schifflange, Luxembourg
LU	10 Rue du Tilleul Diekirch
LU	Rue de Noertzange 133, Schifflange
LU	Rue Pierre Dupong 5 Differdange 4545
LU	Rue du Commerce 12, 3616, Kayl
LU	Rue Principale 18, Rambrouch, 8805
LU	Rue Norbert Metz 40, 3524, Dudelange
LU	51 Rue Charles Arendt, Luxembourg
LU	Rue des Forges 11 Weiler-la-Tour
LU	Rue de la Wark 14 9175 Niederfeulen
LU	Rue du Kiem 39, Capellen
LU	Op Hopericht 9, Oberfeulen
LU	12 Rue du Ruisseau Limpach
LU	Montée Willy Goergen 32, 7322, Steinsel
LU	56 Rue de Fischbach, 7391, Blaschette
LU	15 Garerstrooss, 6868, Wecker-Gare
LU	Rue d'Esch 91E Mondercange 3921
LU	17 Rue Herrenfeld, 8415, Steinfort
LU	Rue du Castel 19, Niederkorn
LU	9 Am Gronn, Heiderscheidergrund
LU	123 Route de Peppange, 3271, Bettembourg
LU	19 Rue Baron de Tornaco, Sanem, Luxembourg
LU	3 Rue de la Paix, Schifflange, 3871
LU	67 Géidgerweeg, Wilwerdange
LU	Rue Nicolas Luxen 14 5856 Hesperange
LU	11 Syrdallstrooss, Manternach
LU	Rue de Limpach 123, Soleuvre
LU	Rue de la Fontaine 3, 9521, Wiltz
LU	16A Rue Ditzenheck, Dudelange, Luxembourg
LU	5 Rue Jules Wilhelm, Kayl, Luxembourg
LU	86 Maison, Asselborn, 9940
LU	10 Duerfstrooss, Dahl, Luxembourg
LU	Rue de Nagem 5, 8537, Hostert
LU	43 Route de Fischbach Lintgen
LU	1A Rue C-M Spoo, Echternach, 6483
LU	13 Um Schoss Kaundorf 9662
LU	Rue de la Vallée 4, Leudelange, 3368
LU	52 Route de Luxembourg, Dudelange, Luxembourg
LU	23C Ceinture Um Schlass, Hesperange
LU	Juddegaass 2, Stadtbredimus
LU	42 Montée de Trooskneppchen, Echternach
LU	127 Avenue Gaston Diderich Luxembourg
LU	Rue Marcel Noppeney 10, Luxembourg, Luxembourg
LU	Rue Principale 21, Tétange
LU	Haaptstrooss 25 Bastendorf 9350
LU	Rue de la Résistance 7, Schouweiler
LU	Hossegaass 22 Dalheim Luxembourg
LU	21 Rue Jean Erpelding Esch-sur-Alzette 4109
LU	Avenue du Dix Septembre 147, 2551, Luxembourg
LU	Rue Marcel Erpelding 1, Reckange
LU	Rue Grand-Duc Adolphe 82, Dudelange, 3412, Luxembourg
LU	7 Rue d'Orval, Luxembourg, 2270
LU	Route de Niederkorn 98, Pétange, 4762
LU	Rue Dalscheidt 26, Oberkorn, Luxembourg
LU	55 Route de Kayl, Dudelange
LU	4 Rue de la Cité, Hostert
LU	Reckenthal 166, Strassen, 2410
LU	Millewee 12, Strassen
LU	Bd Robert Schuman 73, 8340, Olm, Luxembourg
LU	Rue du Golf 62, Senningerberg
LU	Rue du Chemin de Fer 60, 3466, Dudelange
LU	Route de Luxembourg 28 Junglinster 6130 Luxembourg
LU	2 Schenk, 5495, Wintrange
LU	64 Cité Millewee, 8064, Bertrange
LU	37 Rue Hicht, Consdorf, 6212, Luxembourg
LU	Rue de l'Eglise 16, Holzem
LU	10 Rue Maria Montessori, Junglinster
LU	Rue Victor Wilhelm 4, Esch-sur-Alzette
LU	Braaken 10 9376 Hoscheid
LU	199 Rue de Noertzange, Schifflange
LU	7A Um Steen Platen 8611
LU	125 Cité Roger Schmitz, Bofferdange
LU	5 Hiddeberreg, Machtum, 6842
LU	Rue de Medingen 32, Moutfort, Luxembourg
LU	36 Am Aker Lamadelaine Luxembourg
LU	24 Rue Jean Wolter, Esch-sur-Alzette
LU	14 Am Härewengert, 6623, Wasserbillig
LU	6 Rue Jean-Jacques Klein, Arsdorf
LU	Montée du Château 14, Hesperange
LU	76 Boulevard de la Fraternité Luxembourg Luxembourg
LU	2A Rue du Moulin, 8387, Koerich
LU	Rue de la Tuilerie 25, 4336, Esch-sur-Alzette
LU	28 Kraeizgaass, 9807, Hosingen
LU	Rue Michel Rodange 8 Dudelange
LU	Esplanade 47, Diekirch, 9227
LU	155A Rue Pierre Krier, Luxembourg, 1880
LU	86 Rue de Mondercange, 4381, Ehlerange
LU	Esplanade 43, Remich
LU	58 Rue Pierre Krier, 4604, Differdange
LU	120 Rue Pasteur, Dudelange, 3543
LU	Rue Michel Rodange 12, Schifflange, Luxembourg
LU	4 Rue Antoine Nangeroni, Pétange, 4758
LU	95 Rue des Sept-Arpents, Luxembourg, 1139, Luxembourg
LU	124 Route de Luxembourg 7373 Helmdange
LU	11A Rue du Pont, Rosport
LU	27 Rue de Linger Pétange Luxembourg
LU	Op der Sterz 49 Fentange 5823
LU	17 Duerfstrooss, Nothum, Luxembourg
LU	Um Flouer 15, Aspelt
LU	Rue Rudi Herber 17, Howald
LU	Rue des Celtes 14A, Niederkorn, 4526
LU	Ceinture des Rosiers 1, 2446, Howald
LU	Rue de Moutfort 19, Oetrange, 5355
LU	Rue de Mersch 1, Angelsberg
LU	Rue du Cimetière 19, Ellange, 5690
LU	9 Rue de Rollingen, 7475, Schoos
LU	2 Op der Kaul, 5320, Contern
LU	19 Rue de Helpert, 8710, Boevange-sur-Attert, Luxembourg
LU	Rue de la Semois 19A, Luxembourg
LU	Rue Mathias Wellenstein 3, Ehnen, 5419
LU	Rue Fernand Mertens 2, Bettembourg
LU	53 Rue des Champs, 7218, Helmsange
LU	Route de la Sûre 5, Reisdorf, Luxembourg
LU	7 Rue Belle-Vue 7309 Steinsel
LU	Hierberwee 7A, Berbourg
LU	30 Rue de la Montagne, 5380, Uebersyren
LU	6 Rue Flammang, Burmerange, 5675, Luxembourg
LU	Rue des Martyrs 31, Rumelange
LU	Rue Fontaine d'Olière 3, 4843, Rodange
LU	8 Op Grisel, Cruchten
LU	Rue du Moulin 6, Brouch, 7417, Luxembourg
LU	Rue de la Montagne 49, Lamadelaine
LU	30 An der Retsch, Rameldange, 6980
LU	Rue Abbé Neuens 8, 8811, Bilsdorf
LU	An der Laach 11, Berdorf, Luxembourg
LU	50 Rue de Luxembourg, Bertrange, 8077
LU	22 Rue Thomas Byrne, Tétange, 3761, Luxembourg
LU	Rue Ceca 2, Dudelange, 3439
LU	131 Route de Pétange, Niederkorn, 4645
LU	36 Rue du Viaduc Esch-sur-Alzette 4343
LU	Rue de Grundhof 57, Berdorf
LU	39 Rue de Luxembourg, Leudelange, 3360
LU	9 Rue du Chemin de Fer, 5351, Oetrange
LU	3 Rue des Jardins, Bivange, 3324, Luxembourg
LU	Route d'Echternach 14, 6580, Rosport, Luxembourg
LU	Rue de Luxembourg 49 Steinfort 8440
LU	11 Am Huelegäertchen, Clemency
LU	30 Rue des Prés, Strassen, Luxembourg
LU	An der Haech 5, 9833, Dorscheid, Luxembourg
LU	5 Rue Nicolas Ueberecken, Wasserbillig
LU	Avenue de la Résistance 18 Schifflange Luxembourg
LU	Batzent 18, 8551, Noerdange
LU	Huelstrooss 11A Reckange-sur-Mess
LU	Boulevard Napoléon 1er 44, 2210, Luxembourg
LU	Wisestrooss 4A, Hellange
LU	16 Luisgaass, Dalheim, 5681
LU	89 Chemin Rouge, 4480, Belvaux
LU	Schoulbierg 3A, Pintsch, Luxembourg
LU	Rue du Bois 15, Clemency
LU	8 Rue Scheen Acht Strassen
LU	Route de Luxembourg 26, Pétange, 4760
LU	14 Rue du Viaduc, Esch-sur-Alzette
LU	1 Rue Marie Carmes-Heffenisch, 3529, Dudelange, Luxembourg
LU	78 Fond St Martin, Luxembourg
LU	Rue du Village 15 Weidingen
LU	6 Montée Haute, Steinsel
LU	Rue Dwight D. Eisenhower 7, Olm, Luxembourg
LU	46 Rue Schetzel, 2518, Luxembourg
LU	Rue Principale 58, Neuhaeusgen
LU	Rue des Mérovingiens 15, 8070, Strassen
LU	Rue de Steinsel 20, Hunsdorf
LU	Groussgaass 3, Bourscheid, 9140, Luxembourg
LU	Bei der Kazebaach 26, Mondercange, Luxembourg
LU	9 Rue de l'Eglise, Bettborn, 8606
LU	17 Rue du Neuf Septembre 1867 2115 Luxembourg
LU	56 Rue Félix de Blochausen 1243 Luxembourg
LU	2E Rue Principale, 8819, Heispelt
LU	Rue Neuve 13 Remich
LU	33 Rue des Romains, Bigonville, 8812
LU	Rue des Roses 19 2445 Luxembourg
LU	32 Maison, Hachiville, 9956, Luxembourg
LU	Rue des Prés 19 Troisvierges
LU	54A Langertengaass, Tétange, 3762, Luxembourg
LU	37 Rue de l'Eglise, Schifflange, 3833
LU	37 Rue Goethe Dudelange
LU	3B Op der Delt, Reckange
LU	1 Op den Aessen, 6231, Bech
LU	Rue de Bettembourg 26A, Crauthem
LU	Avenue de Luxembourg 133A Bascharage
LU	60 Cité Aischdall, Eischen
LU	Rue du Faubourg 73, 3641, Kayl
LU	8 Rue Chimay, 1333, Luxembourg
LU	12 Schlassgewan, Schrassig
LU	Rue Michel Welter 2A, Luxembourg, 2730
LU	Rue de Dalheim 22, Medingen, Luxembourg
LU	4 Rue des Vergers 5447 Schwebsingen
LU	2 Rue Jean-Théodore Lorent, 6455, Echternach
LU	38 Rue Aloyse Kayser, Dudelange, 3501
LU	22 Rue Richard Wagner, 2711, Luxembourg
LU	Rue d'Arlon 48 8399 Windhof (Koerich)
LU	8 Rue Henri Kirpach, Mamer
LU	Rue de l'Eglise 4, Esch-sur-Alzette
LU	21 Rue Gustave Metzler, Differdange, 4627
LU	Rue Ste Barbe 103, Dudelange, 3416
LU	50 Rue du Gruenewald, 1646, Senningerberg, Luxembourg
LU	41 Langertengaass Tétange 3762
LU	6 Um Beschelchen, Reuland
LU	Rue de Luxembourg 117, Rollingen
LU	Rue des Mouleurs 54 Dudelange
LU	90 Avenue J-F Kennedy, Ettelbruck
LU	Rue Jean-Pierre Michels 185 Esch-sur-Alzette 4243
LU	8 Avenue Grande-Duchesse Charlotte, Dudelange
LU	Avenue des Archiducs 7, 1135, Luxembourg
LU	33 Rue des Ligures, Niederkorn
LU	An der Merzel 23, Garnich
LU	84 Rue de Kirchberg, Luxembourg
LU	60 Rue du Château 5374 Munsbach Luxembourg
LU	13 Haaptstrooss, Roodt (Ell)
LU	Rue de la Gare 102, Capellen, 8325
LU	Cité Berens 2A, 3612, Kayl
LU	Rue Gioacchino Rossini 1A Luxembourg 2451
LU	4 Rue Michel Rodange, Mondorf-les-Bains
LU	5 Rue J.A. Zinnen, 8341, Olm
LU	119 Rue des Romains 8041 Strassen
LU	Schoulwee 18 Kehlen
LU	Rue de Maribor 8 Rodange
LU	Rue de l'Hospice 3 Remich 5537
LU	Zone Industrielle Um Monkeler 78 Schifflange 4149
LU	Belle-Vue 2, Buschdorf, 7418
LU	7 Rue du Brill, Esch-sur-Alzette
LU	57 Rue de la Providence Lamadelaine
LU	Rue Léon Moulin 31, Luxembourg, 2122
LU	10A Rue des Champs, Mullendorf, 7312
LU	52A Rue de Kreuzerbuch, Hobscheid
LU	6 Rue Neuve, Echternach
LU	5 Rue des Pommiers, Helmsange, 7258
LU	Rue d'Audun 36, 4018, Esch-sur-Alzette
LU	Härewiss 32, Beaufort, 6315
LU	Rue de Luxembourg 53, Rollingen, 7540
LU	Rue Pierre Krier 20, 3504, Dudelange
LU	Montée de Trooskneppchen 41, Echternach, 6496
LU	50 Rue Principale, Cruchten, Luxembourg
LU	Marbuergerstrooss 13, Marnach
LU	32 Rue Ignace de la Fontaine, Luxembourg, 1532
LU	Rue Woiwer 147 Differdange
LU	Rue des Vergers 34, Steinsel
LU	24 Rue du Moulin Mertzig 9167
LU	71 Rue de la Chapelle, Clemency
LU	14 Rue St Vincent, Esch-sur-Alzette, 4344, Luxembourg
LU	33 Rue John Fitzgerald Kennedy 3249 Bettembourg Luxembourg
LU	Beforterstrooss 10, Eppeldorf
LU	Rue de la Crosnière 30, Lasauvage, 4696
LU	36C Rue de Grass, Clemency
LU	Rue Hasselbach 1, Ingeldorf
LU	55 Huserknapp Heinerscheid
LU	142 Rue de Warken, Ettelbruck
LU	Op der Sterz 8, 5823, Fentange
LU	38 Rue de la Cité, 5517, Remich
LU	Rue Maeshiel 10 Syren
LU	51 Rue Grande-Duchesse Charlotte, 4995, Schouweiler
LU	41 Haaptstrooss, Roodt (Ell)
LU	Duarrefstrooss 18, Weiswampach, 9990
LU	33 Rue du Knapp 4465 Soleuvre
LU	70 Maison Boevange 9740 Luxembourg
LU	9 Rue de la Résistance Pétange
LU	Route d'Arlon 44, Oberfeulen, 9180
LU	44 Rue de Savelborn, Medernach
LU	Dolenberg 17 Medernach 7664
LU	2 Rue Asca Rampini, Differdange
LU	44 Rue Pierre Gansen Niederkorn Luxembourg
LU	Rue des Romains 163, Bertrange, 8041, Luxembourg
LU	10 Rue des Champs Itzig
LU	1 Maison, Lausdorn, 9968
LU	Rue de l'Eau 74, Tétange
LU	Rue Nicolas Meyers 40 Bascharage
LU	Iechternacherstrooss 7, 6850, Manternach
